state,fipsStateCode,region,incidentId,Fire,Flood,Severe Storm,Straight-Line Winds,Winter Storm,Hurricane,Tornado,Tropical Storm,Mud/Landslide,Snowstorm,Coastal Storm,Severe Ice Storm,Typhoon,Freezing,Drought,Fishing Losses,Other,Dam/Levee Break,Tropical Depression,year,month,day
CA,6,9,2021080501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,4
CA,6,9,2021072001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,20
AZ,4,9,2013020201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,12,15
SD,46,8,2022122101,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022,12,12
SD,46,8,2022122101,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022,12,12
SD,46,8,2022122101,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022,12,12
ND,38,8,2022121601,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022,11,9
MS,28,4,2019041102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,13
MS,28,4,2016031201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3,9
NJ,34,2,2016013001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,22
AZ,4,9,2022110801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10,1
FL,12,4,2022110701,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,11,7
SC,45,4,2022092201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,9,25
IL,17,5,2022081502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,7,25
FL,12,4,2022092201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,9,23
VA,51,3,2022072101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,7,13
FL,12,4,2022092201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,9,23
OK,40,6,2022081101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,2
AZ,4,9,2022081903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,7,17
MN,27,5,2022070501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,29
MO,29,7,2022072801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,7,25
SD,46,8,2022071302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,6,11
KY,21,4,2022072802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,7,26
NE,31,7,2022060701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,12
ND,38,8,2022062801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,4,22
MN,27,5,2022061601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,4,22
MN,27,5,2022051202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,8
OK,40,6,2022050501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,2
SD,46,8,2022052501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,12
MT,30,8,2022061501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,6,10
KS,20,7,2022033101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022,3,17
MA,25,1,2022012801,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022,1,28
WA,53,10,2022010701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,26
ME,23,1,2021110501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,10,30
TN,47,4,2022020101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2,3
VA,51,3,2022012101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,2
KY,21,4,2021123102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,31
IA,19,7,2022011101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,15
NE,31,7,2022011001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,15
KS,20,7,2022010301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,15
TN,47,4,2021121201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,10
MO,29,7,2021121603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,10
WA,53,10,2021111801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,5
CO,8,8,2022010101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,30
AR,5,6,2021121201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,10
AL,1,4,2021110401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,10,6
WA,53,10,2021071401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,12
KY,21,4,2021121201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,10
CT,9,1,2021082601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,9,1
VA,51,3,2021091401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,30
DE,10,3,2021082601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,9,1
MS,28,4,2021082601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,28
NY,36,2,2021080901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,18
NH,33,1,2021073001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,29
MT,30,8,2021092301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,8
NH,33,1,2021072802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,17
VT,50,1,2021073001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,29
AZ,4,9,2021081001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,22
CA,6,9,2021081801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,14
PA,42,3,2021082601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,31
NC,37,4,2021080901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,16
NE,31,7,2021072201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,9
NY,36,2,2021082601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,9,1
NJ,34,2,2021082601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,9,1
ND,38,8,2021081803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,6,7
MO,29,7,2021070701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,6,24
LA,22,6,2021082601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,26
CA,6,9,2021082401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,14
TN,47,4,2021082201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,21
MT,30,8,2021080201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,6,10
MI,26,5,2021071201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,6,25
LA,22,6,2021051801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5,17
WV,54,3,2021040701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2,27
VA,51,3,2016012101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,1,22
WV,54,3,2021021302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2,10
VA,51,3,2021021302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2,11
TN,47,4,2021031601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021,3,25
GA,13,4,2021032401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,3,25
OR,41,10,2021021301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2,11
MS,28,4,2021021302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2,11
NJ,34,2,2021031202,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021,1,31
AL,1,4,2021032401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,3,25
KY,21,4,2021030301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2,27
TN,47,4,2021021302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2,11
WA,53,10,2021020901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,12,29
KY,21,4,2021021302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2,8
ND,38,8,2017052301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3,23
LA,22,6,2021021302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2,11
NH,33,1,2018031201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018,3,13
RI,44,1,2022012801,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022,1,28
OR,41,10,2024090201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,9,1
ID,16,10,2021020501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,13
NC,37,4,2020110501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,12
OK,40,6,2019061801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,7
OK,40,6,2021021302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2,8
TX,48,6,2021021302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2,11
OR,41,10,2024090803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,9,2
SC,45,4,2024072801,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,8,4
WA,53,10,2020091802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,1
MD,24,3,2020072601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,3
CO,8,8,2020122301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,6
CT,9,1,2020072601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,4
GA,13,4,2020102601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,10,29
UT,49,8,2020091803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,7
LA,22,6,2020102601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,10,26
LA,22,6,2021082601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,26
MS,28,4,2020102601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,10,28
OK,40,6,2020102901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,10,26
NJ,34,2,2020072601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,4
AL,1,4,2020102601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,10,28
TX,48,6,2020081804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,23
LA,22,6,2020100501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,10,6
CA,6,9,2020100301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,4
NC,37,4,2020072601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,7,31
NY,36,2,2020072601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,4
DE,10,3,2020072601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,4
ND,38,8,2020082501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6,29
FL,12,4,2020091301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,14
AL,1,4,2020091301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,14
OR,41,10,2020091303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,7
IA,19,7,2020081204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,10
LA,22,6,2020081804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,22
CA,6,9,2020082004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,14
IA,19,7,2020081204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,10
AR,5,6,2020042304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,12
AL,1,4,2020041101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,12
AL,1,4,2020041801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,19
ND,38,8,2020042901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,1
MS,28,4,2020042201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,22
TN,47,4,2020051402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,5,3
MI,26,5,2020052001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,5,16
AL,1,4,2020020701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,5
AR,5,6,2020033001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,3,28
NC,37,4,2020020701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,6
SC,45,4,2020041101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,12
TN,47,4,2020041101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,12
KY,21,4,2020020701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,3
WA,53,10,2020022001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,20
MS,28,4,2020020701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,10
MS,28,4,2020041101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,12
OR,41,10,2020021202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,5
SC,45,4,2020020701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,6
MS,28,4,2020010902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,10
WI,55,5,2020031101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,10
TN,47,4,2020030301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,3,3
ND,38,8,2019121601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,10,9
VT,50,1,2019110101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,10,31
NY,36,2,2019111001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,10,31
TN,47,4,2019110801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,10,26
MS,28,4,2019110801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,10,26
SD,46,8,2019101102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,9,9
FL,12,4,2019082401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,8,28
SD,46,8,2019082901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,30
TX,48,6,2019091902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,9,17
NC,37,4,2019082401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,9,1
SC,45,4,2019082401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,8,31
LA,22,6,2019052501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,10
IL,17,5,2019050201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,24
AR,5,6,2019072401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,23
WI,55,5,2019080502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,7,18
LA,22,6,2019070902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,7,10
NH,33,1,2019071901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,7,11
WV,54,3,2019070901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,29
TX,48,6,2019062601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,24
OK,40,6,2019070301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,30
OR,41,10,2019050801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,6
MO,29,7,2019062402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,29
KS,20,7,2019052002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,28
SD,46,8,2019061201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,13
OH,39,5,2019060602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,27
NE,31,7,2019031901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,13
VT,50,1,2019041901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,15
ND,38,8,2019052801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,21
ID,16,10,2019050101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,7
MN,27,5,2019052301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,12
AR,5,6,2019052601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,21
LA,22,6,2019042501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,24
OK,40,6,2019043001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,7
AZ,4,9,2019032901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,21
MO,29,7,2019040501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,11
CA,6,9,2019031104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,24
OR,41,10,2019032701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,23
CA,6,9,2019031103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,13
IA,19,7,2019032201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,13
MS,28,4,2019022201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,22
KY,21,4,2019022201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,6
TN,47,4,2019022201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,19
AL,1,4,2019022201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,19
CA,6,9,2019031102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,14
OH,39,5,2019031502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,5
CA,6,9,2019031101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,14
CA,6,9,2019022001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,14
IA,19,7,2019032201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,12
NE,31,7,2019031901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,9
AL,1,4,2019030401,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,3,3
WA,53,10,2019012901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,12,10
TX,48,6,2018101701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,9,10
MS,28,4,2018122801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,12,27
MN,27,5,2018110201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10,9
NC,37,4,2018100601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10,10
VA,51,3,2018100601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10,9
CT,9,1,2018100401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,9,25
AZ,4,9,2018111601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10,1
PA,42,3,2018101502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,8,10
CA,6,9,2018110903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11,8
AL,1,4,2018100601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10,10
KS,20,7,2018092001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,9,1
WI,55,5,2018082801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,8,17
VA,51,3,2018090602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,9,8
GA,13,4,2018100601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10,9
FL,12,4,2018100601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10,7
NY,36,2,2018090501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,8,13
SC,45,4,2018090602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,9,8
NC,37,4,2018090602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,9,7
IA,19,7,2018080402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,7,19
MN,27,5,2018081102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,15
AZ,4,9,2018071501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,7,11
NE,31,7,2018071804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,17
CT,9,1,2018060701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,5,15
WA,53,10,2018071201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5,5
WI,55,5,2018071803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,15
CA,6,9,2018072401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,7,23
MI,26,5,2018071802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,16
VT,50,1,2018052401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5,4
MA,25,1,2018031201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018,3,13
WV,54,3,2018061301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5,28
TX,48,6,2018062202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,19
MD,24,3,2018052901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5,27
NE,31,7,2018042501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018,4,13
MD,24,3,2018052102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5,15
MA,25,1,2018030201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,3,2
NH,33,1,2018030201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,3,2
NJ,34,2,2018042601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,3,6
ME,23,1,2018030201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,3,2
NC,37,4,2018041901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4,15
IN,18,5,2018022302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,14
AL,1,4,2018031901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,3,19
KY,21,4,2018022601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,21
OH,39,5,2018022303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,14
WV,54,3,2018022002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,2,14
KY,21,4,2018022001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,9
VT,50,1,2017103102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,29
